RTweet_Fvrt,Life_time(days)
65,0.00019675925925925926
73,0.0002314814814814815
78,0.00024305555555555555
88,0.00028935185185185184
95,0.0003125
97,0.0003125
99,0.00032407407407407406
102,0.0003356481481481481
107,0.0003587962962962963
101,0.0003356481481481481
115,0.0003935185185185185
108,0.0003587962962962963
113,0.00038194444444444446
115,0.00038194444444444446
117,0.0003935185185185185
120,0.0003935185185185185
126,0.0004050925925925926
128,0.0004166666666666667
133,0.00042824074074074075
139,0.000462962962962963
142,0.000462962962962963
144,0.00047453703703703704
147,0.00047453703703703704
154,0.0004976851851851852
157,0.0004976851851851852
164,0.0005208333333333333
172,0.0005671296296296297
177,0.0005902777777777778
177,0.0006018518518518519
184,0.0006018518518518519
187,0.0006018518518518519
196,0.000625
196,0.000625
198,0.000625
202,0.000625
202,0.000625
209,0.0006365740740740741
214,0.0006712962962962962
217,0.0006828703703703704
234,0.0007523148148148148
236,0.0007523148148148148
238,0.0007638888888888889
243,0.0007638888888888889
252,0.0007986111111111112
254,0.0008101851851851852
260,0.0008333333333333334
270,0.0008564814814814815
272,0.0008680555555555555
272,0.0008680555555555555
281,0.0009027777777777777
283,0.0009027777777777777
284,0.0009143518518518518
289,0.0009375
294,0.0009606481481481482
294,0.0009722222222222222
294,0.0009722222222222222
301,0.0009722222222222222
303,0.0009953703703703704
310,0.0010185185185185184
319,0.0010648148148148149
319,0.0010763888888888889
332,0.001099537037037037
335,0.0011111111111111111
337,0.0011111111111111111
337,0.0011111111111111111
341,0.0011226851851851851
344,0.0011342592592592593
347,0.0011342592592592593
350,0.0011574074074074073
353,0.0011574074074074073
355,0.0011689814814814816
357,0.0011689814814814816
361,0.0011921296296296296
364,0.0012037037037037038
368,0.0012037037037037038
374,0.001238425925925926
374,0.001238425925925926
381,0.00125
388,0.0012847222222222223
391,0.0012962962962962963
393,0.0013194444444444445
398,0.0013425925925925925
401,0.0013541666666666667
409,0.001388888888888889
409,0.001400462962962963
415,0.001400462962962963
417,0.001400462962962963
419,0.001412037037037037
425,0.0014467592592592592
427,0.0014467592592592592
429,0.0014583333333333334
438,0.0015162037037037036
443,0.0015625
446,0.001574074074074074
452,0.0015972222222222223
454,0.0016087962962962963
459,0.0016319444444444445
462,0.0016319444444444445
464,0.0016319444444444445
468,0.0016435185185185185
470,0.0016550925925925926
474,0.0017013888888888888
476,0.0017013888888888888
482,0.001736111111111111
488,0.0017476851851851852
493,0.0017824074074074075
497,0.0017939814814814815
500,0.0017939814814814815
503,0.0018055555555555555
505,0.0018287037037037037
510,0.0018287037037037037
512,0.0018287037037037037
516,0.001851851851851852
516,0.001851851851851852
524,0.001875
525,0.0018865740740740742
529,0.0019097222222222222
532,0.0019444444444444444
534,0.0019444444444444444
537,0.0019560185185185184
540,0.0019675925925925924
542,0.0019675925925925924
544,0.0019675925925925924
551,0.002013888888888889
551,0.002013888888888889
555,0.002013888888888889
558,0.002025462962962963
560,0.002025462962962963
564,0.0020486111111111113
566,0.0020486111111111113
577,0.0020717592592592593
580,0.0020833333333333333
582,0.0020949074074074073
592,0.0021296296296296298
595,0.0021527777777777778
603,0.0021875
611,0.0022453703703703702
617,0.0022569444444444442
624,0.0022800925925925927
633,0.0023148148148148147
653,0.0024074074074074076
655,0.0024074074074074076
661,0.0024537037037037036
664,0.002476851851851852
666,0.002476851851851852
669,0.002511574074074074
674,0.0025578703703703705
9248,1.7368171296296295
9244,1.7289814814814815
9242,1.7259027777777778
9240,1.7230092592592592
9238,1.7166898148148149
9235,1.7163310185185185
9233,1.7160416666666667
9231,1.7143287037037036
9227,1.7128125
9223,1.7116435185185186
9221,1.7115162037037037
9219,1.711076388888889
9215,1.70625
9212,1.7052199074074075
9209,1.7044791666666668
9207,1.7044791666666668
9203,1.7036921296296297
9200,1.7034027777777778
9195,1.6997337962962964
9193,1.6987962962962964
9190,1.6972800925925926
9187,1.6966782407407408
9183,1.6961458333333332
9179,1.695625
9176,1.6955439814814814
9171,1.6948495370370371
9169,1.694837962962963
9167,1.6947453703703703
9164,1.6946527777777778
9159,1.6936226851851852
9146,1.6903009259259258
8968,1.485289351851852
8966,1.4816782407407407
8964,1.4681018518518518
8960,1.4680324074074074
8952,1.432048611111111
8949,1.4272916666666666
11859,1.1866666666666668
11862,1.1878703703703704
11869,1.1930902777777779
11873,1.1936111111111112
11877,1.195486111111111
11881,1.196550925925926
