Rank,RTweet_Fvrt,Life_time(days),Life_time(Secs)
11.200124810656726,7380,0.25232638888888886,21801
11.200457674089474,7386,0.25275462962962963,21838
11.200722800359284,7389,0.25288194444444445,21849
11.408948367326795,10182,0.35931712962962964,31045
11.408334288496974,10185,0.36019675925925926,31121
11.408256847733485,10187,0.360462962962963,31144
11.407896147144651,10194,0.36148148148148146,31232
11.40803763728255,10197,0.36163194444444446,31245
11.408115959606778,10199,0.3617476851851852,31255
11.407713186564612,10204,0.36261574074074077,31330
11.407797947575707,10208,0.36291666666666667,31356
11.402224859757693,10251,0.37245370370370373,32180
11.401530072430452,10259,0.373900462962963,32305
11.399676405731798,10286,0.37831018518518517,32686
11.399289791722495,10290,0.37907407407407406,32752
11.398243087090737,10294,0.38048611111111114,32874
11.395163067517533,10307,0.3847685185185185,33244
11.395124077381507,10309,0.385,33264
11.394619789069544,10315,0.3860763888888889,33357
11.39397901512605,10319,0.38709490740740743,33445
11.393924923725306,10323,0.38753472222222224,33483
11.384181089755876,10398,0.40449074074074076,34948
11.384030886138934,10403,0.4051273148148148,35003
11.383181092232165,10409,0.4065625,35127
11.38340288882587,10412,0.40663194444444445,35133
11.383128413509414,10415,0.4071990740740741,35182
11.382655969272314,10420,0.40815972222222224,35265
11.3809271944708,10427,0.4105787037037037,35474
11.375607656262368,10455,0.41868055555555556,36174
11.35187848899092,10543,0.4517013888888889,39027
11.35043839977394,10549,0.4537962962962963,39208
11.34987379942283,10551,0.45458333333333334,39276
11.348448836908716,10557,0.45666666666666667,39456
11.347524088087361,10566,0.4585300925925926,39617
11.346307580611477,10571,0.4603009259259259,39770
11.346295410078651,10574,0.4606134259259259,39797
11.345701131244985,10576,0.46143518518518517,39868
11.345821744039181,10579,0.4616087962962963,39883
11.345613735802292,10584,0.4623263888888889,39945
11.343603227858466,10590,0.4650347222222222,40179
11.340985322923194,10595,0.46828703703703706,40460
11.341289569543473,10599,0.46836805555555555,40467
11.34139943811067,10602,0.46855324074074073,40483
11.34050904985546,10605,0.46979166666666666,40590
11.340600630616166,10607,0.46989583333333335,40599
11.340190701044719,10611,0.47072916666666664,40671
11.336797754535679,10619,0.47511574074074076,41050
11.333304234994417,10625,0.4794212962962963,41422
11.328503360753391,10629,0.48493055555555553,41898
11.327556245295742,10634,0.48644675925925923,42029
11.327483151059804,10637,0.4868287037037037,42062
11.325192464769067,10643,0.48988425925925927,42326
11.3235691596059,10648,0.49212962962962964,42520
11.323259614247558,10651,0.4927662037037037,42575
11.321675038156176,10655,0.4948726851851852,42757
11.31938103777484,10660,0.4978472222222222,43014
11.31458916915084,10668,0.5038310185185185,43531
11.313605009984393,10674,0.5055092592592593,43676
11.312894392138087,10677,0.5065856481481481,43769
11.303355421411363,10687,0.5179861111111111,44754
11.296292064484044,10694,0.5264467592592592,45485
11.296280045200406,10698,0.526875,45522
11.293901752802693,10700,0.5296990740740741,45766
11.293575449534126,10703,0.5303703703703704,45824
11.292819063652157,10705,0.531412037037037,45914
11.289705675271046,10709,0.5352662037037037,46247
11.289873431485441,10712,0.5353935185185185,46258
11.288534712794586,10714,0.5370833333333334,46404
11.288169472179757,10717,0.5378009259259259,46466
11.285322555431572,10723,0.5415856481481481,46793
11.283117538667339,10727,0.5444560185185185,47041
11.279271112248402,10734,0.5494791666666666,47475
11.278652152676937,10737,0.5504861111111111,47562
11.274659281032976,10744,0.5556944444444445,48012
11.273621399628473,10747,0.5571759259259259,48140
11.272875665190762,10752,0.5585416666666667,48258
11.269911020262589,10757,0.5624074074074074,48592
11.267698334561832,10759,0.5651157407407408,48826
11.267150056247115,10762,0.5660532407407407,48907
11.266559594314824,10764,0.5669328703703703,48983
11.264895961446891,10766,0.5690277777777778,49164
11.254357143597304,10776,0.5820833333333333,50292
11.249263170450387,10783,0.5886689814814815,50861
11.247525301080596,10788,0.5912037037037037,51080
11.236568845988925,10795,0.6046180555555556,52239
11.234442299903094,10799,0.6075231481481481,52490
11.230885162713864,10804,0.6122106481481482,52895
11.227850546825062,10808,0.6161921296296297,53239
11.227517508711273,10811,0.6169097222222222,53301
11.227308787565656,10813,0.6173726851851852,53341
11.227331925144316,10816,0.6176736111111111,53367
11.225952394595767,10819,0.6196180555555556,53535
11.222205806915616,10823,0.6244560185185185,53953
11.222082337622153,10826,0.6249305555555555,53994
11.218869782267683,10828,0.6289351851851852,54340
11.216591959568012,10833,0.632175925925926,54620
11.21617158792712,10835,0.6328935185185185,54682
11.214451336846468,10837,0.635150462962963,54877
11.212057699473606,10842,0.6385416666666667,55170
11.21049729621096,10847,0.6409490740740741,55378
11.204861260540044,10853,0.6483333333333333,56016
11.204586312209964,10854,0.6487731481481481,56054
11.204890677691349,10858,0.6488541666666666,56061
