RTweet_Fvrt,Life_time(days)
1278,0.35606481481481483
1283,0.36787037037037035
1287,0.37355324074074076
1291,0.3903125
1296,0.3914814814814815
1298,0.39533564814814814
1302,0.417662037037037
1306,0.417974537037037
1309,0.4193865740740741
1312,0.42032407407407407
1325,0.4369675925925926
1329,0.45153935185185184
1331,0.4596412037037037
1334,0.46315972222222224
1338,0.4817361111111111
1341,0.48346064814814815
1349,0.52125
1352,0.536863425925926
1357,0.5669444444444445
1363,0.6113657407407408
1367,0.6290046296296297
1454,4.316365740740741
1394,0.9204513888888889
1397,0.932025462962963
1402,0.9615972222222222
1404,0.9662037037037037
1407,0.9668171296296296
1409,0.9710185185185185
1598,0.9343518518518519
1603,1.0375115740740741
1606,1.0379166666666666
1610,1.0588657407407407
1619,1.1247337962962962
1639,1.9220023148148149
1646,2.1002083333333332
1654,2.874513888888889
1314,0.053981481481481484
1316,0.05403935185185185
1481,0.2757523148148148
1318,0.054467592592592595
1489,0.31274305555555554
1322,0.054675925925925926
1492,0.31340277777777775
1326,0.05559027777777778
1496,0.3160648148148148
1330,0.05625
1502,0.3199768518518519
1342,0.057743055555555554
1505,0.32523148148148145
1345,0.058645833333333335
1508,0.3328125
1349,0.0600462962962963
1511,0.33619212962962963
1514,0.34315972222222224
1533,0.5593865740740741
1535,0.5711921296296296
1378,0.06848379629629629
1384,0.06962962962962962
1331,0.05783564814814815
1387,0.06978009259259259
1334,0.05793981481481481
1396,0.07145833333333333
1337,0.05886574074074074
1636,24.35212962962963
1341,0.059409722222222225
1341,0.0596875
1405,0.07642361111111111
1344,0.060266203703703704
1408,0.07717592592592593
1348,0.06204861111111111
1416,0.0791087962962963
1419,0.07938657407407407
1423,0.08
1427,0.08013888888888888
1431,0.08267361111111111
1439,0.08440972222222222
1379,0.06972222222222223
1441,0.08461805555555556
1382,0.06989583333333334
1443,0.0846875
1385,0.0700462962962963
1465,0.10265046296296296
1394,0.07146990740740741
1470,0.10592592592592592
1401,0.07650462962962963
1473,0.10765046296296296
1407,0.0774537037037037
1478,0.10924768518518518
1410,0.07931712962962963
1483,0.11046296296296296
1418,0.08027777777777778
1619,1.208564814814815
1422,0.08277777777777778
1493,0.11251157407407407
1623,1.2216898148148148
1425,0.08336805555555556
1501,0.11753472222222222
1625,1.3208449074074073
1430,0.08450231481481481
1504,0.11763888888888889
1432,0.08480324074074073
1509,0.11875
1434,0.08493055555555555
1513,0.12033564814814815
1445,0.08902777777777778
1525,0.12681712962962963
1459,0.10292824074074074
1528,0.1297337962962963
1532,0.1308449074074074
1466,0.10603009259259259
1360,0.009236111111111112
1539,0.13806712962962964
1468,0.10613425925925926
1362,0.009247685185185185
1544,0.14244212962962963
1472,0.10858796296296297
1364,0.009247685185185185
1367,0.009282407407407408
1553,0.15185185185185185
1475,0.10930555555555556
1371,0.009328703703703704
1560,0.15501157407407407
1484,0.11251157407407407
1377,0.009479166666666667
1564,0.15653935185185186
1487,0.11273148148148149
1379,0.009525462962962963
1379,0.009525462962962963
1576,0.1686689814814815
1493,0.11756944444444445
1588,0.1749652777777778
1497,0.1177662037037037
1592,0.1790162037037037
1502,0.11984953703703703
1396,0.009849537037037037
1595,0.1811574074074074
1513,0.13116898148148148
1412,0.010381944444444444
1599,0.1907523148148148
1519,0.13797453703703705
1415,0.010486111111111111
1603,0.19256944444444443
1522,0.14247685185185185
1417,0.010520833333333333
1606,0.1929050925925926
1532,0.15212962962962964
1615,0.19846064814814815
19720,6.353668981481482
19721,6.123599537037037
59583,10.562222222222223
59594,10.273402777777777
59614,9.580092592592592
59665,11.197719907407407
59648,11.350949074074075
59650,11.397708333333334
145508,10.48332175925926
145509,10.425150462962963
145514,10.333553240740741
145481,9.484525462962964
145480,9.45207175925926
145483,9.484918981481481
145481,9.322222222222223
145522,10.331064814814814
145486,9.485578703703704
145487,9.48695601851852
145489,9.490555555555556
145526,11.191215277777777
145529,11.199143518518518
145532,11.204456018518519
145535,11.211516203703704
145536,11.220208333333334
145538,11.225092592592592
145587,12.367766203703704
145600,11.119641203703704
145546,11.302523148148149
145546,11.32261574074074
145548,11.32638888888889
145594,12.473819444444445
145594,12.511886574074074
145614,11.161365740740742
145557,11.228090277777778
145603,12.378854166666667
145560,11.23076388888889
145566,11.259780092592592
11859,1.1866666666666668
11862,1.1878703703703704
11869,1.1930902777777779
11873,1.1936111111111112
11877,1.195486111111111
11881,1.196550925925926
11893,1.209074074074074
145626,13.049664351851852
5284,0.13190972222222222
5281,0.13179398148148147
5272,0.13149305555555554
5151,3.047951388888889
5268,0.13137731481481482
5264,0.13125
5260,0.13121527777777778
2844,0.3832291666666667
2335,0.8913310185185185
5252,0.13034722222222223
5250,0.13032407407407406
5246,0.1302662037037037
9624,3.0576273148148148
5241,0.13008101851851853
9621,3.057534722222222
